id,name,description,created_at,updated_at,url
66,Creamy Lemon-Banana Smoothie,1/2 lemon; peeled\n1 banana\n1 pear\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water\n1 tsp agave nectar (optional)*\n\nCalories: 238 | Fat: 0.7g (grams) | Protein: 4.8g | Carbs: 65g | Calcium: 13% | Vitamin A: 83% | Vitamin C: 142% | * Agave nectar adds 60 calories and 16 grams of carbohydrates.,<null>,<null>,http://www.incrediblesmoothies.com/recipes/lemon-smoothie-recipes-and-nutrition/
67,Lemon-Mint Smoothie,1/2 lemon; peeled\n1 cup honeydew melon\n1 pear\n1-2 tablespoons of chopped fresh mint to taste\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water\n\nCalories: 171 | Fat: 0.6g (grams) | Protein: 3.5g | Carbs: 47.8g | Calcium: 13% | Vitamin A: 189% | Vitamin C: 220%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/lemon-smoothie-recipes-and-nutrition/
68,Strawberry-Lemonade Smoothie,½ teaspoon lemon zest\n1/2 lemon; peeled\n6 large strawberries\n2 cups fresh baby spinach (or other leafy green)\n1 banana\n1/2 cup water\n\nCalories: 188 | Fat: 1.1g (grams) | Protein: 5.2g | Carbs: 60g | Calcium: 14% | Vitamin A: 82% | Vitamin C: 271%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/lemon-smoothie-recipes-and-nutrition/
69,Tangy Lemon-Mango Smoothie,1/2 lemon; peeled\n1 mango\n½ apple\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water\n\nCalories: 224 | Fat: 2.1g (grams) Protein: 4.6g | Carbs: 61g | Calcium: 15% | Vitamin A: 113% | Vitamin C: 238%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/lemon-smoothie-recipes-and-nutrition/
70,Creamy Lime Smoothie,1/2 lime; peeled\n1 banana\n1 pear\n1 tsp agave nectar\n2 cups fresh baby spinach (or other leafy green)\n1/2 – 1 cup water\n\nCalories: 234 | Fat: 1g (grams) | Protein: 4.1g | Carbs: 58.6g | Calcium: 11% | Vitamin A: 83% | Vitamin C: 90%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/lime-smoothie-recipes-and-nutrition/
71,Lime Smoothie,1/2 lime; peeled\n1 cup honeydew melon\n1 pear\n1 tablespoon of chopped fresh mint\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water if needed\n\nCalories: 167 | Fat: 0.3g (grams) | Protein: 3g | Carbs: 44.6g | Calcium: 10% | Vitamin A: 189% | Vitamin C: 167%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/lime-smoothie-recipes-and-nutrition/
72,Lychee-Mint Green Smoothie,9 lychee, deseeded and peeled\n1 medium banana; peeled\n10 to 15 fresh mint leaves\n2 cups fresh baby spinach\n8 ounces filtered water\nCalories: 173 | Fat: 1g (grams) | Protein: 3g | Carbs: 47g | Calcium: 5% | Vitamin A: 190% | Vitamin C: 96%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/lychee-smoothie-recipes-and-nutrition/
73,Lychee-Pineapple Smoothie,9 lychee, deseeded and peeled\n1 medium banana; peeled\n1/2 cup pineapple; cubed\n2 cups fresh baby spinach\n8 ounces filtered water\nCalories: 214 | Fat: 1g (grams) | Protein: 3g | Carbs: 58g | Calcium: 6% | Vitamin A: 192% | Vitamin C: 140%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/lychee-smoothie-recipes-and-nutrition/
74,Mango-Strawberry Green Smoothie,1 mango\n1 cup whole strawberries\n2 cups fresh baby spinach (or other leafy green)\n1/2 – 1 cup water\n\nCalories: 191 | Fat: 1g (gram) | Protein: 4g | Carbs: 49.3 | Calcium: 10% | Vitamin A: 112% | Vitamin C: 277%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/mango-smoothie-recipes-and-nutrition/
75,Mango Coconut Green Smoothie,1 mango\nMeat from 1 young Thai coconut\n1 kiwi\n2 cups fresh baby spinach (or other leafy green)\n1 cup coconut water\n\nCalories: 331 | Fat: 4g (grams) | Protein: 6g | Carbs: 57.8 | Calcium: 25-30% | Vitamin A: 113% | Vitamin C: 253%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/mango-smoothie-recipes-and-nutrition/
76,Mango Pineapple Smoothie,1 large mango\n1 cup pineapple\n2 cups fresh baby spinach (or other leafy green)\n1/2 – 1 cup water\n\nCalories: 219 | Fat: 0.8g (grams) | Protein: 3.9g | Carbs: 57.8 | Calcium: 12% | Vitamin A: 114% | Vitamin C: 230%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/mango-smoothie-recipes-and-nutrition/
77,Mango-Veggie Smoothie,1 large mango\n½ cup berries (strawberries, raspberries or blueberries)\n2 cups fresh baby spinach (or other leafy green)\n1 vine tomato\n1/2 – 1 cup water\n\nCalories: 219 | Fat: 1.2g (grams) | Protein: 5.6g | Carbs: 55.6 | Calcium: 14% | Vitamin A: 128% | Vitamin C: 325%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/mango-smoothie-recipes-and-nutrition/
78,Mango Veggie Smoothie2,1 mango\n1 cup fresh baby spinach (or other leafy green)\n1 stalk celery\n1 whole carrot\n1/2 – 1 cup water\n\nCalories: 176 | Fat: 0.9g (grams) | Protein: 3.1g | Carbs: 44.8 | Calcium: 10% | Vitamin A: 249% | Vitamin C: 125%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/mango-smoothie-recipes-and-nutrition/
79,Orange-Strawberry-Banana Smoothie,1 orange\n1 cup whole strawberries\n1 whole banana\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water if needed\n\nCalories: 239 | Fat: 1g (gram) | Protein: 5.7g | Carbs: 60.6g | Calcium: 16% | Vitamin A: 88% | Vitamin C: 317%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/orange-smoothie-recipes-and-nutrition/
80,Orange-Papaya Smoothie,1 orange\n1 papaya\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water if needed\n\nCalories: 191 | Fat: 0.6g (grams) | Protein: 5.1g | Carbs: 48.2g | Calcium: 20% | Vitamin A: 153% | Vitamin C: 469%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/orange-smoothie-recipes-and-nutrition/
81,Orange-Papaya-Grape Smoothie,1 cup papaya\n1 orange\n1 cup red grapes\n2 cups fresh baby spinach (or other leafy green)\n2 celery stalks\n1/2 cup water if needed\n\nCalories: 254 | Fat: 0.8g (grams) | Protein: 6.1g | Carbs: 66.6g | Calcium: 22% | Vitamin A: 133% | Vitamin C: 342%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/orange-smoothie-recipes-and-nutrition/
82,Orange-Banana-Berry Smoothie,1 orange\n1 banana\n1 cup raspberries, blueberries or strawberries\n¼ avocado\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water if needed\n\nCalories: 337 | Fat: 8.9g (grams) | Protein: 7.2g | Carbs: 70.2g | Calcium: 17% | Vitamin A: 90% | Vitamin C: 239%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/orange-smoothie-recipes-and-nutrition/
83,Red Grape-Orange Smoothie,1 orange\n1 apple\n1 cup red grapes\n2 stalks of celery\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water if needed\n\nCalories: 266 | Fat: 0.8g (grams) | Protein: 5.4g | Carbs: 68.9g | Calcium: 18% | Vitamin A: 97% | Vitamin C: 200%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/orange-smoothie-recipes-and-nutrition/
84,Papaya-Orange Smoothie,2 and 1/2 cups papaya; peeled and deseeded\n1 orange; peeled\n1 pear; cored\n1 celery stalk (optional)\n2 cups fresh baby spinach (or other leafy green)\n1/2 – 1 cup water\n\nCalories: 197 | Fat: 0.7g (grams) | Protein: 5.4g | Carbs: 49.4g | Calcium: 22% | Vitamin A: 157% | Vitamin C: 471%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/papaya-smoothie-recipes-and-nutrition/
85,Papaya-Apple Smoothie,2 and 1/2 cups papaya; peeled and deseeded\n1 apple; cored\n2 cups fresh baby spinach (or other leafy green)\n1 whole carrot (optional); chopped\n1/2 – 1 cup water\n\nCalories: 231 | Fat: 0.8g (grams) | Protein: 5g | Carbs: 58.8g | Calcium: 19% | Vitamin A: 321% | Vitamin C: 371%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/papaya-smoothie-recipes-and-nutrition/
86,Papaya-Melon Smoothie,2 and 1/2 cups papaya; peeled and deseeded\n1 cup cantaloupe; peeled and deseeded\n1 pear; cored\n2 cups fresh baby spinach (or other leafy green)\n1 celery stalk (optional)\n1/2 – 1 cup water if needed\n\nCalories: 285 | Fat: 1g (grams) | Protein: 6.1g | Carbs: 72.8g | Calcium: 19% | Vitamin A: 260% | Vitamin C: 465%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/papaya-smoothie-recipes-and-nutrition/
87,Papaya-Pineapple Smoothie,2 and 1/2 cups papaya; peeled and deseeded\n1 cup pineapple; peeled\n1 whole banana; peeled\n2 cups fresh baby spinach (or other leafy green)\n1 celery stalk; chopped\n1/2 – 1 cup water\n\nCalories: 269 | Fat: 0.9g (grams) | Protein: 5.7g | Carbs: 69.1g | Calcium: 19% | Vitamin A: 154% | Vitamin C: 459%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/papaya-smoothie-recipes-and-nutrition/
88,Passion Fruit-Pineapple Green Smoothie,1 cup pineapple; cubed\n3 passion fruits; inner fruit only\n1 medium banana; peeled\n2 cups fresh baby spinach\n8 ounces coconut water\nCalories: 288 | Fat: 1g (grams) | Protein: 5g | Carbs: 71g | Calcium: 11% | Iron: 3.3mg | Vitamin A: 216% | Vitamin C: 136%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/passion-fruit-smoothie-recipes-and-nutrition-information/
89,Blueberry-Passion Fruit Green Smoothie,3 passion fruits; inner fruit only\n1 cup blueberries\n1 medium banana; peeled\n2 cups fresh baby spinach\n8 ounces almond milk\nCalories: 291 | Fat: 4g (grams) | Protein: 6g | Carbs: 63g | Calcium: 7% | Iron: 3.2mg | Vitamin A: 232% | Vitamin C: 64%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/passion-fruit-smoothie-recipes-and-nutrition-information/
90,Peach-Strawberry Smoothie,2 peaches\n6 strawberries\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water\n\nCalories: 132 | Fat: 0.8g (grams) | Protein: 4.8g | Carbs: 32.7g | Calcium: 12% | Vitamin A: 92% | Vitamin C: 203%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/peach-smoothie-recipes-and-nutrition/
91,Peach Green Smoothie,1 medium peach\n1 banana\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water\n\nCalories: 169 | Fat: 0.6g (grams) | Protein: 4.4g | Carbs: 44.4g | Calcium: 10% | Vitamin A: 88% | Vitamin C: 71%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/peach-smoothie-recipes-and-nutrition/
92,Peach-Nectarine Smoothie,1 peach\n1 nectarine\n1 carrot\n1/4 avocado\n2 cups fresh baby spinach (or other leafy green)\n1/2 – 1 cup water\n\nCalories: 219 | Fat: 7.8g (grams) | Protein: 6g | Carbs: 38g | Calcium: 14% | Vitamin A: 269% | Vitamin C: 78%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/peach-smoothie-recipes-and-nutrition/
93,Peach-Banana Smoothie,1 peach\n1 banana\n½ cup blueberries\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water\n\nCalories: 200 | Fat: 0.8g (grams) | Protein: 0.5g | Carbs: 54.5g | Calcium: 11% | Vitamin A: 89% | Vitamin C: 82%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/peach-smoothie-recipes-and-nutrition/
94,Pear-Strawberry Smoothie,2 pears\n1 cup whole strawberries\n2 cups fresh baby spinach (or other leafy green)\n1 celery stalk\n1 cup of water\n\nCalories: 254 | Fat: 0.9g (grams) | Protein: 4.5g | Carbs: 66.7g | Calcium: 14% | Vitamin A: 86% | Vitamin C: 207%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pear-smoothie-recipes-and-nutrition/
95,Pear-Banana Smoothie,1 banana\n1 pear\n2 cups fresh baby spinach (or other leafy green)\n1 celery stalk\n1 cup of water\n\nCalories: 233 | Fat: 0.7g (grams) | Protein: 4.4g | Carbs: 61g | Calcium: 12% | Vitamin A: 87% | Vitamin C: 74%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pear-smoothie-recipes-and-nutrition/
96,Pear-Blueberry Smoothie,2 pear\n1 cup blueberries\n2 cups fresh baby spinach (or other leafy green)\n¼ avocado\n1 cup water\n\nCalories: 365 | Fat: 7.9g (grams) | Protein: 5.3g | Carbs: 52.7g | Calcium: 12% | Vitamin A: 86% | Vitamin C: 95%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pear-smoothie-recipes-and-nutrition/
97,Pear-Apple Smoothie,2 pear\n1 apple\n¼ teaspoon cinnamon\n2 cups fresh baby spinach (or other leafy green)\n½ cup water\n\nCalories: 274 | Fat: 0.6g (grams) | Protein: 3.6g | Carbs: 73.5g | Calcium: 11% | Vitamin A: 83% | Vitamin C: 75%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pear-smoothie-recipes-and-nutrition/
98,Persimmonana,1 large banana; peeled\n2 fuyu (non-astringent) persimmons, cut into fourths\n2 cups fresh baby spinach (or other leafy green)\n1/2 – 1 teaspoon fresh grated ginger (optional)\n1/2 cup of water\n\nCalories: 200 | Fat: 0.9g (grams) | Protein: 3.6g | Carbs: 50.3g | Calcium: 8% | Iron: 3.2mg | Vitamin A: 190% | Vitamin C: 69%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/persimmon-smoothie-recipes-nutrition/
99,Persimmon Fall Trio,2 fuyu (non-astringent) persimmons, cut into fourths\n1 small apple; cored\n1 small pear; cored\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water\n\nCalories: 241 | Fat: 0.9g (grams) | Protein: 3.1g | Carbs: 62.4g | Calcium: 10% | Iron: 3.3mg | Vitamin A: 191% | Vitamin C: 70%\n\n,<null>,<null>,http://www.incrediblesmoothies.com/recipes/persimmon-smoothie-recipes-nutrition/
100,Pineapple-Mango Smoothie,1 cup pineapple\n1 large mango\n2 cups fresh baby spinach (or other leafy green)\n1/2 – 1 cup water\n\nCalories: 219 | Fat: 0.8g (grams) | Protein: 3.9g | Carbs: 57.8g | Calcium: 12% | Vitamin A: 114% | Vitamin C: 230%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pineapple-smoothie-recipes-and-nutrition/
101,Pineapple-Banana Smoothie,1 cup pineapple\n1 whole banana\n1 apple\n2 cups fresh baby spinach (or other leafy green)\n1 vine tomato\n1/2 – 1 cup water\n\nCalories: 305 | Fat: 1g (gram) | Protein: 6.2g | Carbs: 79.1g | Calcium: 14% | Vitamin A: 101% | Vitamin C: 213%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pineapple-smoothie-recipes-and-nutrition/
102,Pineapple-Orange Smoothie,1 cup pineapple\n1 orange\n1 banana\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water if needed\n\nCalories: 273 | Fat: 0.9g (grams) | Protein: 5.8g | Carbs: | 70.3g | Calcium: 18% | Vitamin A: 94% | Vitamin C: 272%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pineapple-smoothie-recipes-and-nutrition/
103,Pineapple-Vanilla Smoothie,1 cup pineapple\n1 banana\n1/2 vanilla bean (or more to taste)\n2 cups fresh baby spinach (or other leafy green)\n1 celery stalk\n1/2 – 1 cup water\n\nCalories: 211 | Fat: 0.7g (grams) | Protein: 4.6g | Carbs: 54.9g | Calcium: 13% | Vitamin A: 88% | Vitamin C: 156%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pineapple-smoothie-recipes-and-nutrition/
104,Pineapple-Orange-Green Smoothie,1 whole orange; peeled*\n1 cup fresh pineapple\n2 cups fresh baby spinach (or other leafy green)\n2 celery stalks\n1/2 -3/4 cup water\n(OPTIONAL) 2-3 ice cubes to make the smoothie colder\n\n* Be sure to leave as much of the white pith under the peel attached to the orange as possible since this part is high in calcium.\n\nCalories: 158 | Fat: 0.6g (grams) | Protein: 4.6g | Carbs: 40.4g | Calcium: 19% | Vitamin A: 96% | Vitamin C: 254%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pineapple-smoothie-recipes-and-nutrition/
105,Plum-Mango Smoothie,2 plums, deseeded\n½ mango; peeled and pitted\n1 medium carrot; chopped\n2 cups fresh baby spinach (or other leafy green)\n1/2 – 1 cup water\n\nCalories: 167 | Fat: 1g (gram) | Protein: 4.2g | Carbs: 42.5g | Calcium: 11% | Vitamin A: 274% | Vitamin C: 105%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/plum-smoothie-recipes-and-nutrition/
106,Plum-Watermelon Smoothie,2 plums, deseeded\n2 cup watermelon\n1 banana; peeled\n2 cups fresh baby spinach (or other leafy green)\n2 celery stalks; chopped\n1/2 cup water if needed\n\nCalories: 295 | Fat: 0.9g (grams) | Protein: 6g | Carbs: 63g | Calcium: 12% | Vitamin A: 117% | Vitamin C: 105%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/plum-smoothie-recipes-and-nutrition/
107,Plum-Banana Smoothie,2 plums, deseeded\n1 banana; peeled\n2 cups fresh baby spinach (or other leafy green)\n½ vine tomato\n1/2 – 1 cup water\n\nCalories: 205 | Fat: 0.8g (grams) | Protein: 5g | Carbs: 52.2g | Calcium: 10% | Vitamin A: 99% | Vitamin C: 104%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/plum-smoothie-recipes-and-nutrition/
108,Plum-Apple-Lemon Smoothie,1 plum, deseeded\n1 apple; cored\n½ lemon juiced\n2 cups fresh baby spinach (or other leafy green)\n1 medium carrot; chopped\n1/2 cup water\n\nCalories: 153 | Fat: 0.7g (grams) | Protein: 4.2g | Carbs: 12.1g | Calcium: 14% | Vitamin A: 259% | Vitamin C: 137%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/plum-smoothie-recipes-and-nutrition/
109,Coconut-Pummelo Smoothie,1/2 pummelo; peeled and deseeded\n1 banana; peeled\n2 cups fresh baby spinach (or other leafy green)\n4 ounces of coconut milk\n\nCalories: 265 | Fat: 3g (gram) | Protein: 5g | Carbs: 58g | Calcium: 19% | Iron: 2.3 mg | Vitamin A: 199% | Vitamin C: 237%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pummelo-pomelo-green-smoothie-recipes-nutrition/
110,Tropummelo Smoothie,1/2 pumello; peeled and deseeded\n1 cup fresh pineapple; cubed\n2 cups fresh baby spinach (or other leafy green)\n4 ounces of filtered water\n\nCalories: 212 | Fat: 0.6g (grams) | Protein: 5g | Carbs: 53g | Calcium: 8% | Iron: 2.4 mg | Vitamin A: 192% | Vitamin C: 313%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pummelo-pomelo-green-smoothie-recipes-nutrition/
111,Pummelo-Mango Smoothie,1/2 pummelo; peeled and deseeded\n1 large mango; peeled and pitted\n1 head butter lettuce\n4-6 ounces of filtered water\n\nCalories: 271 | Fat: 1g (grams) | Protein: 6g | Carbs: 68g | Calcium: 7% | Iron: 2.6 mg | Vitamin A: 234% | Vitamin C: 277%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pummelo-pomelo-green-smoothie-recipes-nutrition/
112,Pummelo-Orange Smoothie,1/2 pummelo; peeled and deseeded\n1 orange; peeled and deseeded\n1 small banana; peeled\n2 teaspoons of freshly ground chia (or flax seeds)\n2 cups fresh baby spinach (or other leafy green)\n4-6 ounces of filtered water\n\nCalories: 334 | Fat: 4g (grams) | Protein: 8g | Carbs: 76g | Calcium: 16% | Iron: 2.4mg | Vitamin A: 202% | Vitamin C: 327%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pummelo-pomelo-green-smoothie-recipes-nutrition/
113,Pumpkin-Apple Green Smoothie with Cinnamon,– 1 cup pumpkin (cooked, canned, or raw)\n– 1 apple; cored\n– 1 banana; peeled\n– dash of cinnamon (to taste)\n– 2 cups or handfuls fresh baby spinach (optional, but recommended)\n– 8 ounces of fresh water or pumpkin seed milk (or try coconut water)\n\nCalories: 262 | Fat: 1g (gram) | Protein: 5g | Carbs: 66g | Calcium: 9% | Iron: 3.5mg | Vitamin A: 601% | Vitamin C: 52%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pumpkin-smoothie-recipes-and-nutrition/
114,Pumpkin-Carrot with Pear Green Smoothie,– 1 cup pumpkin (cooked, canned, or raw)\n– 1 fully ripe pear; cored\n– 1 whole carrot or 4-6 ounces of carrot juice\n– 2 cups or handfuls fresh baby spinach (optional, but recommended)\n\nCalories: 191 | Fat: 0.8g (gram) | Protein: 4g | Carbs: 47g | Calcium: 11% | Iron: 3.5mg | Vitamin A: 936% | Vitamin C: 44%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pumpkin-smoothie-recipes-and-nutrition/
115,Raspberry-Mango Smoothie,1 cup raspberries\n1 large mango\n2 cups fresh baby spinach (or other leafy green)\n1 vine tomato\n1/2 – 1 cup water\n\nCalories: 237 | Fat: 1.6g (grams) | Protein: 6.1g | Carbs: 59.2g | Calcium: 15% | Vitamin A: 129% | Vitamin C: 238%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/raspberry-smoothie-recipes-and-nutrition/
116,Raspberry-Watermelon Smoothie,1 cup raspberries\n2 cups watermelon\n1 banana\n2 cups fresh baby spinach (or other leafy green)\n1 celery stalk\n1/2 cup water if needed\n\nCalories: 293 | Fat: 1.3g (grams) | Protein: 5.2g | Carbs: 61.5g | Calcium: 15% | Vitamin A: 104% | Vitamin C: 137%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/raspberry-smoothie-recipes-and-nutrition/
117,Black Raspberry-Banana Smoothie,½ cup of red raspberries\n½ cup of blackberries\n1 whole banana\n¼ avocado\n2 cups fresh baby spinach (or other leafy green)\n1/2 – 1 cup water\n\nCalories: 275 | Fat: 8.2g (grams) | Protein: 6g | Carbs: 53.5g | Calcium: 12% | Vitamin A: 84% | Vitamin C: 148%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/raspberry-smoothie-recipes-and-nutrition/
118,Raspberry-Apple Smoothie,1 cup raspberries\n1 apple\n1 pear\n2 cups fresh baby spinach (or other leafy green)\n1 carrot\n1/2 – 1 cup water\n\nCalories: 272 | Fat: 1.4g (grams) | Protein: 5.2g | Carbs: 64.4g | Calcium: 15% | Vitamin A: 256% | Vitamin C: 124%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/raspberry-smoothie-recipes-and-nutrition/
119,Creamy Starfruit-Banana Smoothie,1 large starfruit, deseeded\n1 banana; peeled\n1/2 teaspoon pure vanilla extract\n2 cups fresh baby spinach (or other leafy green)\n8 ounces of filtered water (or use coconut water)\n\nCalories: 163 | Fat: 1g (grams) | Protein: 4g | Carbs: 38g | Calcium: 7% | Vitamin A: 9% | Vitamin C: 93%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/starfruit-carambola-smoothie-recipes-nutrition-health-benefits/
120,Tropical Starfruit Smoothie,1 large starfruit, deseeded\n1 cup mango; peeled and pitted\n1 kiwi; peeled\n1/2 cup pineapple; cubed\n2 cups fresh baby spinach (or other leafy green)\n4 ounces of coconut milk\n\nCalories: 257 | Fat: 4g (grams) | Protein: 6g | Carbs: 57g | Calcium: 16% | Vitamin A: 64% | Vitamin C: 297%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/starfruit-carambola-smoothie-recipes-nutrition-health-benefits/
121,Minneola-Strawberry-Banana Smoothie,1 Minneola; peeled and deseeded\n1 cup whole strawberries\n1 banana; peeled\n2 cups or handfuls fresh baby spinach (or other leafy green)\n1/2 cup water if needed\n\nCalories: 239 | Fat: 1g (gram) | Protein: 5.7g | Carbs: 60.6g | Calcium: 16% | Vitamin A: 88% | Vitamin C: 317%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/how-to-use-minneola-tangelos-in-green-smoothie-recipes/
122,Minneola-Papaya Smoothie,1 Minneola; peeled and deseeded\n1 papaya; peeled and deseeded\n2 cups or handfuls fresh baby spinach (or other leafy green)\n1/2 cup water if needed\n\nCalories: 191 | Fat: 0.6g (grams) | Protein: 5.1g | Carbs: 48.2g | Calcium: 20% | Vitamin A: 153% | Vitamin C: 469%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/how-to-use-minneola-tangelos-in-green-smoothie-recipes/
123,Minneola-Papaya-Grape Smoothie,1 cup papaya, cut into cubes\n1 Minneola; peeled and deseeded\n1 cup red grapes\n2 cups or handfuls fresh baby spinach (or other leafy green)\n2 celery stalks, cut into 1-inch sections\n1/2 cup water if needed\n\nCalories: 254 | Fat: 0.8g (grams) | Protein: 6.1g | Carbs: 66.6g | Calcium: 22% | Vitamin A: 133% | Vitamin C: 342%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/how-to-use-minneola-tangelos-in-green-smoothie-recipes/
124,Strawberry-Pear Smoothie,1 cup whole strawberries\n2 pears\n2 cups fresh baby spinach (or other leafy green)\n1 whole carrot\n1/2 – 1 cup water\n\nCalories: 278 | Fat: 1g (gram) | Protein: 4.9g | Carbs: 72.4g | Calcium: 14% | Vitamin A: 255% | Vitamin C: 212%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/strawberry-smoothie-recipes-and-nutrition/
125,Strawberry Blast Smoothie,½ cup whole strawberries\n½ cup blueberries\n½ cup raspberries\n1 whole banana\n2 cups fresh baby spinach (or other leafy green)\n1 whole carrot\n1/2 – 1 cup water\n\nCalories: 257 | Fat: 1.4g (grams) | Protein: 6g | Carbs: 64.4g | Calcium: 14% | Vitamin A: 257% | Vitamin C: 176%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/strawberry-smoothie-recipes-and-nutrition/
126,Strawberry-Watermelon Smoothie,1 cup whole strawberries\n2 cups watermelon\n2 cups fresh baby spinach (or other leafy green)\n½ vine tomato\n1/2 cup water if needed\n\nCalories: 162 | Fat: 0.5g (grams) | Protein: 4.6g | Carbs: 28.7g | Calcium: 12% | Vitamin A: 105% | Vitamin C: 226%\n\n,<null>,<null>,http://www.incrediblesmoothies.com/recipes/strawberry-smoothie-recipes-and-nutrition/
127,Strawberry-Peach Smoothie,1 cup whole strawberries\n2 peaches\n2 cups fresh baby spinach (or other leafy green)\n1/2 – 1 cup water\n\nCalories: 132 | Fat: 0.8g (grams) | Protein: 4.8g | Carbs: 32.7g | Calcium: 12% | Vitamin A: 92% | Vitamin C: 203%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/strawberry-smoothie-recipes-and-nutrition/
128,Strawberry-Grape Smoothie,1 cup whole strawberries\n1 cup red grapes\n1 pear\n2 cups fresh baby spinach (or other leafy green)\n1 whole carrot\n1/2 cup water if needed\n\nCalories: 292 | Fat: 1.1g (grams) | Protein: 4.5g | Carbs: 75.7g | Calcium: 15% | Vitamin A: 256% | Vitamin C: 229%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/strawberry-smoothie-recipes-and-nutrition/
129,Tangerberry-Banana Smoothie,2 tangerines; peeled and deseeded\n1 cup whole strawberries (or other berry)\n1 whole banana; peeled\n2 cups fresh baby spinach (or other leafy green)\n8 ounces of water or tangerine juice\n\nCalories: 258 | Fat: 1.6g (gram) | Protein: 5.4g | Carbs: 63.7g | Calcium: 15% | Iron: 2.8 mg | Vitamin A: 231% | Vitamin C: 176%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/tangerine-smoothie-recipes-and-nutrition/
